Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
214,Salinas South II,Monterey Bay,7/20/2022,1300,201,0.76, ,0.00, ,983, ,1.5, ,20.8, ,59, ,12.6, ,7.0, ,351, ,23.1,Y
214,Salinas South II,Monterey Bay,7/20/2022,1400,201,0.71, ,0.00, ,939, ,1.5, ,20.3, ,62, ,12.8, ,7.0, ,359, ,23.9,Y
214,Salinas South II,Monterey Bay,7/20/2022,1500,201,0.62, ,0.00, ,842, ,1.5, ,19.3, ,66, ,12.8, ,7.1, ,6, ,24.7,Y
214,Salinas South II,Monterey Bay,7/20/2022,1600,201,0.49, ,0.00, ,697, ,1.5, ,18.2, ,71, ,12.8, ,7.2, ,5, ,25.2,Y
214,Salinas South II,Monterey Bay,7/20/2022,1700,201,0.36, ,0.00, ,516, ,1.5, ,16.8, ,76, ,12.6, ,6.9, ,4, ,25.5,Y
214,Salinas South II,Monterey Bay,7/20/2022,1800,201,0.19, ,0.00, ,257, ,1.4, ,15.4, ,82, ,12.3, ,6.7, ,355, ,25.6,R
214,Salinas South II,Monterey Bay,7/20/2022,1900,201,0.02, ,0.00, ,44, ,1.4, ,13.8, ,89, ,12.0, ,6.1, ,343, ,25.5,R
214,Salinas South II,Monterey Bay,7/20/2022,2000,201,0.00, ,0.00, ,3, ,1.4, ,13.0, ,92, ,11.8, ,5.5, ,320, ,25.1,R
214,Salinas South II,Monterey Bay,7/20/2022,2100,201,0.00, ,0.00, ,0, ,1.4, ,12.7, ,94, ,11.7, ,4.6, ,299, ,24.7,Y
214,Salinas South II,Monterey Bay,7/20/2022,2200,201,0.00, ,0.00, ,0, ,1.4, ,12.5, ,94, ,11.6, ,3.7, ,285, ,24.2,Y
214,Salinas South II,Monterey Bay,7/20/2022,2300,201,0.00, ,0.00, ,0, ,1.3, ,12.2, ,95, ,11.4, ,2.9, ,282, ,23.8,Y
214,Salinas South II,Monterey Bay,7/20/2022,2400,201,0.00, ,0.00, ,0, ,1.3, ,12.0, ,96, ,11.3, ,1.9, ,290, ,23.4,Y
214,Salinas South II,Monterey Bay,7/21/2022,0100,202,0.00, ,0.00, ,0, ,1.3, ,11.8, ,96, ,11.2, ,1.0, ,9, ,23.1,Y
214,Salinas South II,Monterey Bay,7/21/2022,0200,202,0.00, ,0.00, ,0, ,1.3, ,11.6, ,96, ,11.0, ,1.3, ,305, ,22.8,Y
214,Salinas South II,Monterey Bay,7/21/2022,0300,202,0.00, ,0.00, ,0, ,1.3, ,11.5, ,97, ,10.9, ,1.1, ,17, ,22.5,Y
214,Salinas South II,Monterey Bay,7/21/2022,0400,202,0.00, ,0.00, ,0, ,1.3, ,11.5, ,97, ,11.0, ,1.0, ,18, ,22.2,Y
214,Salinas South II,Monterey Bay,7/21/2022,0500,202,0.00, ,0.00, ,0, ,1.3, ,11.4, ,97, ,11.0, ,1.8, ,251, ,22.0, 
214,Salinas South II,Monterey Bay,7/21/2022,0600,202,0.00, ,0.00, ,12, ,1.3, ,10.9, ,97, ,10.4, ,2.4, ,225, ,21.8, 
214,Salinas South II,Monterey Bay,7/21/2022,0700,202,0.04, ,0.00, ,64, ,1.3, ,11.0, ,97, ,10.6, ,1.4, ,235, ,21.6, 
214,Salinas South II,Monterey Bay,7/21/2022,0800,202,0.09, ,0.00, ,175, ,1.3, ,11.6, ,97, ,11.1, ,2.6, ,220, ,21.4, 
214,Salinas South II,Monterey Bay,7/21/2022,0900,202,0.27, ,0.00, ,488, ,1.4, ,13.2, ,92, ,12.0, ,1.9, ,206, ,21.2, 
214,Salinas South II,Monterey Bay,7/21/2022,1000,202,0.47, ,0.00, ,772, ,1.4, ,16.7, ,75, ,12.2, ,1.6, ,286, ,21.2, 
214,Salinas South II,Monterey Bay,7/21/2022,1100,202,0.64, ,0.00, ,897, ,1.5, ,20.5, ,61, ,12.7, ,4.0, ,337, ,21.5, 
214,Salinas South II,Monterey Bay,7/21/2022,1200,202,0.75, ,0.00, ,970, ,1.5, ,21.0, ,59, ,12.8, ,6.4, ,347, ,22.2,Y
214,Salinas South II,Monterey Bay,7/21/2022,1300,202,0.77, ,0.00, ,989, ,1.5, ,21.2, ,59, ,12.8, ,6.7, ,348, ,22.9,Y
214,Salinas South II,Monterey Bay,7/21/2022,1400,202,0.73, ,0.00, ,946, ,1.5, ,21.0, ,61, ,13.1, ,7.1, ,356, ,23.7,Y
214,Salinas South II,Monterey Bay,7/21/2022,1500,202,0.66, ,0.00, ,847, ,1.5, ,20.9, ,60, ,13.0, ,7.0, ,358, ,24.5,Y
214,Salinas South II,Monterey Bay,7/21/2022,1600,202,0.52, ,0.00, ,700, ,1.5, ,19.7, ,65, ,12.8, ,7.1, ,359, ,25.1,Y
214,Salinas South II,Monterey Bay,7/21/2022,1700,202,0.38, ,0.00, ,514, ,1.5, ,18.3, ,69, ,12.6, ,6.8, ,7, ,25.4,Y
214,Salinas South II,Monterey Bay,7/21/2022,1800,202,0.24, ,0.00, ,312, ,1.4, ,17.0, ,74, ,12.4, ,6.5, ,7, ,25.5,R
214,Salinas South II,Monterey Bay,7/21/2022,1900,202,0.07, ,0.00, ,118, ,1.4, ,15.1, ,82, ,12.0, ,5.8, ,354, ,25.5,R
214,Salinas South II,Monterey Bay,7/21/2022,2000,202,0.00, ,0.00, ,6, ,1.4, ,13.4, ,89, ,11.6, ,5.3, ,339, ,25.2,R
214,Salinas South II,Monterey Bay,7/21/2022,2100,202,0.00, ,0.00, ,0, ,1.3, ,12.4, ,93, ,11.3, ,4.8, ,315, ,24.8,R
214,Salinas South II,Monterey Bay,7/21/2022,2200,202,0.00, ,0.00, ,0, ,1.3, ,12.1, ,95, ,11.3, ,4.6, ,289, ,24.3,Y
214,Salinas South II,Monterey Bay,7/21/2022,2300,202,0.00, ,0.00, ,0, ,1.3, ,11.8, ,95, ,11.1, ,4.8, ,268, ,23.8,Y
214,Salinas South II,Monterey Bay,7/21/2022,2400,202,0.00, ,0.00, ,0, ,1.3, ,11.7, ,96, ,11.2, ,3.7, ,263, ,23.4,Y
214,Salinas South II,Monterey Bay,7/22/2022,0100,203,0.00, ,0.00, ,0, ,1.3, ,12.0, ,96, ,11.4, ,3.3, ,243, ,23.0,Y
214,Salinas South II,Monterey Bay,7/22/2022,0200,203,0.00, ,0.00, ,0, ,1.3, ,11.9, ,96, ,11.3, ,2.9, ,235, ,22.7,Y
214,Salinas South II,Monterey Bay,7/22/2022,0300,203,0.00, ,0.00, ,0, ,1.3, ,12.0, ,95, ,11.2, ,3.1, ,233, ,22.3,Y
214,Salinas South II,Monterey Bay,7/22/2022,0400,203,0.00, ,0.00, ,0, ,1.3, ,11.7, ,95, ,10.9, ,2.5, ,263, ,22.1, 
214,Salinas South II,Monterey Bay,7/22/2022,0500,203,0.00, ,0.00, ,0, ,1.3, ,11.6, ,95, ,10.9, ,2.1, ,246, ,21.8, 
214,Salinas South II,Monterey Bay,7/22/2022,0600,203,0.00, ,0.00, ,14, ,1.3, ,11.5, ,95, ,10.8, ,2.9, ,226, ,21.6, 
214,Salinas South II,Monterey Bay,7/22/2022,0700,203,0.04, ,0.00, ,60, ,1.3, ,11.7, ,96, ,11.1, ,2.8, ,223, ,21.4, 
214,Salinas South II,Monterey Bay,7/22/2022,0800,203,0.08, ,0.00, ,171, ,1.4, ,12.3, ,97, ,11.7, ,2.5, ,216, ,21.2, 
214,Salinas South II,Monterey Bay,7/22/2022,0900,203,0.31, ,0.00, ,542, ,1.5, ,14.6, ,91, ,13.2, ,2.8, ,204, ,21.1, 
214,Salinas South II,Monterey Bay,7/22/2022,1000,203,0.50, ,0.00, ,763, ,1.5, ,17.7, ,76, ,13.3, ,3.8, ,305, ,21.1, 
214,Salinas South II,Monterey Bay,7/22/2022,1100,203,0.61, ,0.00, ,888, ,1.6, ,19.2, ,72, ,14.1, ,4.7, ,343, ,21.4, 
214,Salinas South II,Monterey Bay,7/22/2022,1200,203,0.71, ,0.00, ,962, ,1.5, ,20.6, ,63, ,13.4, ,5.6, ,354, ,21.8, 
214,Salinas South II,Monterey Bay,7/22/2022,1300,203,0.75, ,0.00, ,983, ,1.5, ,21.4, ,60, ,13.4, ,6.1, ,356, ,22.3, 
214,Salinas South II,Monterey Bay,7/22/2022,1400,203,0.75, ,0.00, ,939, ,1.5, ,21.9, ,58, ,13.3, ,7.0, ,355, ,22.8, 
214,Salinas South II,Monterey Bay,7/22/2022,1500,203,0.66, ,0.00, ,840, ,1.5, ,20.9, ,60, ,12.9, ,7.7, ,355, ,23.3, 
214,Salinas South II,Monterey Bay,7/22/2022,1600,203,0.53, ,0.00, ,691, ,1.5, ,19.7, ,65, ,13.0, ,7.0, ,6, ,23.7, 
214,Salinas South II,Monterey Bay,7/22/2022,1700,203,0.39, ,0.00, ,508, ,1.5, ,18.8, ,68, ,12.8, ,6.6, ,6, ,23.9, 
214,Salinas South II,Monterey Bay,7/22/2022,1800,203,0.24, ,0.00, ,306, ,1.4, ,17.9, ,70, ,12.3, ,5.8, ,14, ,24.0,Y
214,Salinas South II,Monterey Bay,7/22/2022,1900,203,0.09, ,0.00, ,114, ,1.4, ,16.7, ,73, ,11.7, ,5.8, ,15, ,23.9,Y
214,Salinas South II,Monterey Bay,7/22/2022,2000,203,0.01, ,0.00, ,7, ,1.3, ,14.7, ,81, ,11.4, ,5.7, ,11, ,23.7,Y
214,Salinas South II,Monterey Bay,7/22/2022,2100,203,0.00, ,0.00, ,0, ,1.3, ,13.8, ,85, ,11.2, ,5.6, ,4, ,23.4, 
214,Salinas South II,Monterey Bay,7/22/2022,2200,203,0.00, ,0.00, ,0, ,1.3, ,13.4, ,86, ,11.1, ,5.6, ,356, ,23.0, 
214,Salinas South II,Monterey Bay,7/22/2022,2300,203,0.00, ,0.00, ,0, ,1.3, ,13.0, ,88, ,11.0, ,5.7, ,350, ,22.5, 
214,Salinas South II,Monterey Bay,7/22/2022,2400,203,0.00, ,0.00, ,0, ,1.3, ,12.7, ,89, ,10.9, ,5.5, ,348, ,22.1, 
214,Salinas South II,Monterey Bay,7/23/2022,0100,204,0.01, ,0.00, ,0, ,1.3, ,12.2, ,91, ,10.8, ,5.4, ,329, ,21.7, 
214,Salinas South II,Monterey Bay,7/23/2022,0200,204,0.00, ,0.00, ,0, ,1.3, ,12.0, ,93, ,10.9, ,5.7, ,302, ,21.4, 
214,Salinas South II,Monterey Bay,7/23/2022,0300,204,0.00, ,0.00, ,0, ,1.3, ,12.1, ,94, ,11.1, ,4.4, ,271, ,21.1, 
214,Salinas South II,Monterey Bay,7/23/2022,0400,204,0.00, ,0.00, ,0, ,1.3, ,12.0, ,94, ,11.0, ,3.7, ,268, ,20.8, 
214,Salinas South II,Monterey Bay,7/23/2022,0500,204,0.00, ,0.00, ,0, ,1.3, ,11.7, ,93, ,10.7, ,3.6, ,259, ,20.5, 
214,Salinas South II,Monterey Bay,7/23/2022,0600,204,0.00, ,0.00, ,10, ,1.3, ,11.6, ,93, ,10.5, ,3.5, ,253, ,20.3, 
214,Salinas South II,Monterey Bay,7/23/2022,0700,204,0.04, ,0.00, ,59, ,1.3, ,11.7, ,94, ,10.7, ,3.0, ,256, ,20.2, 
214,Salinas South II,Monterey Bay,7/23/2022,0800,204,0.09, ,0.00, ,170, ,1.3, ,12.3, ,92, ,11.0, ,2.7, ,254, ,20.0, 
214,Salinas South II,Monterey Bay,7/23/2022,0900,204,0.27, ,0.00, ,468, ,1.4, ,13.8, ,86, ,11.5, ,2.7, ,295, ,19.9, 
214,Salinas South II,Monterey Bay,7/23/2022,1000,204,0.47, ,0.00, ,776, ,1.4, ,16.0, ,78, ,12.2, ,3.7, ,338, ,20.0, 
214,Salinas South II,Monterey Bay,7/23/2022,1100,204,0.61, ,0.00, ,904, ,1.4, ,17.6, ,70, ,12.1, ,5.7, ,345, ,20.3, 
214,Salinas South II,Monterey Bay,7/23/2022,1200,204,0.68, ,0.00, ,979, ,1.4, ,18.3, ,67, ,12.1, ,5.8, ,354, ,20.8, 
214,Salinas South II,Monterey Bay,7/23/2022,1300,204,0.72, ,0.00, ,998, ,1.4, ,18.9, ,65, ,12.2, ,6.2, ,1, ,21.6, 
214,Salinas South II,Monterey Bay,7/23/2022,1400,204,0.69, ,0.00, ,954, ,1.4, ,19.0, ,66, ,12.4, ,6.8, ,3, ,22.4, 
214,Salinas South II,Monterey Bay,7/23/2022,1500,204,0.60, ,0.00, ,853, ,1.4, ,18.2, ,69, ,12.4, ,6.9, ,359, ,23.1, 
214,Salinas South II,Monterey Bay,7/23/2022,1600,204,0.48, ,0.00, ,706, ,1.4, ,17.4, ,72, ,12.3, ,6.8, ,0, ,23.7, 
214,Salinas South II,Monterey Bay,7/23/2022,1700,204,0.34, ,0.00, ,511, ,1.4, ,16.3, ,78, ,12.4, ,6.5, ,6, ,24.0, 
214,Salinas South II,Monterey Bay,7/23/2022,1800,204,0.17, ,0.00, ,243, ,1.4, ,14.7, ,83, ,11.8, ,6.2, ,355, ,24.2,Y
214,Salinas South II,Monterey Bay,7/23/2022,1900,204,0.02, ,0.00, ,37, ,1.3, ,13.0, ,89, ,11.2, ,6.0, ,346, ,24.1,Y
214,Salinas South II,Monterey Bay,7/23/2022,2000,204,0.00, ,0.00, ,2, ,1.3, ,12.3, ,92, ,11.1, ,5.6, ,326, ,23.8,Y
214,Salinas South II,Monterey Bay,7/23/2022,2100,204,0.00, ,0.00, ,0, ,1.3, ,12.0, ,94, ,11.0, ,5.2, ,303, ,23.4, 
214,Salinas South II,Monterey Bay,7/23/2022,2200,204,0.00, ,0.00, ,0, ,1.3, ,11.6, ,95, ,10.8, ,4.4, ,295, ,23.0, 
214,Salinas South II,Monterey Bay,7/23/2022,2300,204,0.00, ,0.00, ,0, ,1.3, ,11.7, ,95, ,10.9, ,3.5, ,274, ,22.6, 
214,Salinas South II,Monterey Bay,7/23/2022,2400,204,0.00, ,0.00, ,0, ,1.3, ,11.6, ,95, ,10.8, ,2.4, ,263, ,22.2, 
214,Salinas South II,Monterey Bay,7/24/2022,0100,205,0.00, ,0.00, ,0, ,1.3, ,11.5, ,95, ,10.8, ,1.9, ,305, ,21.9, 
214,Salinas South II,Monterey Bay,7/24/2022,0200,205,0.00, ,0.00, ,0, ,1.3, ,11.5, ,96, ,10.8, ,2.2, ,255, ,21.6, 
214,Salinas South II,Monterey Bay,7/24/2022,0300,205,0.00, ,0.00, ,0, ,1.2, ,11.1, ,94, ,10.3, ,3.2, ,230, ,21.4, 
214,Salinas South II,Monterey Bay,7/24/2022,0400,205,0.00, ,0.00, ,0, ,1.2, ,11.0, ,94, ,10.0, ,2.4, ,252, ,21.1, 
214,Salinas South II,Monterey Bay,7/24/2022,0500,205,0.00, ,0.00, ,0, ,1.2, ,11.0, ,94, ,10.1, ,1.5, ,312, ,20.9, 
214,Salinas South II,Monterey Bay,7/24/2022,0600,205,0.00, ,0.00, ,7, ,1.2, ,11.1, ,94, ,10.2, ,1.2, ,30, ,20.7, 
214,Salinas South II,Monterey Bay,7/24/2022,0700,205,0.02, ,0.00, ,38, ,1.3, ,11.2, ,94, ,10.3, ,1.0, ,62, ,20.5, 
214,Salinas South II,Monterey Bay,7/24/2022,0800,205,0.04, ,0.00, ,91, ,1.3, ,11.5, ,93, ,10.4, ,1.3, ,142, ,20.3, 
214,Salinas South II,Monterey Bay,7/24/2022,0900,205,0.11, ,0.00, ,239, ,1.3, ,12.1, ,91, ,10.6, ,1.2, ,114, ,20.2, 
214,Salinas South II,Monterey Bay,7/24/2022,1000,205,0.40, ,0.00, ,680, ,1.3, ,14.4, ,82, ,11.3, ,2.0, ,242, ,20.2, 
214,Salinas South II,Monterey Bay,7/24/2022,1100,205,0.58, ,0.00, ,897, ,1.4, ,17.2, ,71, ,11.9, ,3.5, ,327, ,20.4, 
214,Salinas South II,Monterey Bay,7/24/2022,1200,205,0.68, ,0.00, ,971, ,1.5, ,19.0, ,67, ,12.7, ,5.1, ,347, ,20.9, 
214,Salinas South II,Monterey Bay,7/24/2022,1300,205,0.69, ,0.00, ,986, ,1.5, ,18.8, ,69, ,13.0, ,5.9, ,357, ,21.7, 
214,Salinas South II,Monterey Bay,7/24/2022,1400,205,0.68, ,0.00, ,942, ,1.5, ,19.1, ,67, ,12.9, ,6.4, ,360, ,22.5, 
214,Salinas South II,Monterey Bay,7/24/2022,1500,205,0.60, ,0.00, ,840, ,1.5, ,18.8, ,69, ,12.9, ,6.7, ,4, ,23.3, 
214,Salinas South II,Monterey Bay,7/24/2022,1600,205,0.47, ,0.00, ,691, ,1.5, ,17.7, ,72, ,12.6, ,6.8, ,10, ,23.9, 
214,Salinas South II,Monterey Bay,7/24/2022,1700,205,0.35, ,0.00, ,508, ,1.4, ,16.6, ,76, ,12.3, ,6.6, ,12, ,24.3, 
214,Salinas South II,Monterey Bay,7/24/2022,1800,205,0.19, ,0.00, ,270, ,1.4, ,14.9, ,81, ,11.7, ,6.4, ,3, ,24.4,Y
214,Salinas South II,Monterey Bay,7/24/2022,1900,205,0.03, ,0.00, ,45, ,1.3, ,13.4, ,87, ,11.2, ,5.9, ,349, ,24.4,Y
214,Salinas South II,Monterey Bay,7/24/2022,2000,205,0.00, ,0.00, ,2, ,1.3, ,12.8, ,90, ,11.2, ,5.6, ,336, ,24.1,Y
214,Salinas South II,Monterey Bay,7/24/2022,2100,205,0.00, ,0.00, ,0, ,1.3, ,12.7, ,92, ,11.4, ,4.7, ,322, ,23.7, 
214,Salinas South II,Monterey Bay,7/24/2022,2200,205,0.00, ,0.00, ,0, ,1.3, ,12.4, ,92, ,11.2, ,4.0, ,310, ,23.2, 
214,Salinas South II,Monterey Bay,7/24/2022,2300,205,0.00, ,0.00, ,0, ,1.3, ,12.3, ,93, ,11.2, ,3.2, ,310, ,22.8, 
214,Salinas South II,Monterey Bay,7/24/2022,2400,205,0.00, ,0.00, ,0, ,1.3, ,12.3, ,94, ,11.3, ,2.8, ,305, ,22.5, 
214,Salinas South II,Monterey Bay,7/25/2022,0100,206,0.00, ,0.00, ,0, ,1.3, ,12.3, ,94, ,11.3, ,2.4, ,295, ,22.2, 
214,Salinas South II,Monterey Bay,7/25/2022,0200,206,0.00, ,0.00, ,0, ,1.3, ,12.2, ,95, ,11.3, ,2.3, ,289, ,21.9, 
214,Salinas South II,Monterey Bay,7/25/2022,0300,206,0.00, ,0.00, ,0, ,1.3, ,12.1, ,95, ,11.2, ,2.3, ,292, ,21.6, 
214,Salinas South II,Monterey Bay,7/25/2022,0400,206,0.00, ,0.00, ,0, ,1.3, ,12.0, ,94, ,11.1, ,2.1, ,271, ,21.4, 
214,Salinas South II,Monterey Bay,7/25/2022,0500,206,0.00, ,0.00, ,0, ,1.3, ,12.1, ,93, ,11.0, ,2.1, ,250, ,21.1, 
214,Salinas South II,Monterey Bay,7/25/2022,0600,206,0.00, ,0.00, ,9, ,1.3, ,12.2, ,91, ,10.7, ,1.6, ,360, ,20.9, 
214,Salinas South II,Monterey Bay,7/25/2022,0700,206,0.03, ,0.00, ,53, ,1.3, ,12.3, ,90, ,10.7, ,1.2, ,70, ,20.7, 
214,Salinas South II,Monterey Bay,7/25/2022,0800,206,0.07, ,0.00, ,143, ,1.3, ,12.7, ,89, ,10.9, ,1.1, ,77, ,20.6, 
214,Salinas South II,Monterey Bay,7/25/2022,0900,206,0.23, ,0.00, ,402, ,1.3, ,13.9, ,84, ,11.3, ,1.5, ,160, ,20.5, 
214,Salinas South II,Monterey Bay,7/25/2022,1000,206,0.46, ,0.00, ,762, ,1.4, ,16.0, ,77, ,11.9, ,2.2, ,268, ,20.5, 
214,Salinas South II,Monterey Bay,7/25/2022,1100,206,0.57, ,0.00, ,877, ,1.4, ,18.0, ,70, ,12.4, ,3.4, ,333, ,20.8, 
214,Salinas South II,Monterey Bay,7/25/2022,1200,206,0.66, ,0.00, ,948, ,1.5, ,19.3, ,66, ,12.9, ,4.8, ,349, ,21.4, 
214,Salinas South II,Monterey Bay,7/25/2022,1300,206,0.69, ,0.00, ,964, ,1.5, ,20.0, ,64, ,13.0, ,5.2, ,351, ,22.2, 
214,Salinas South II,Monterey Bay,7/25/2022,1400,206,0.69, ,0.00, ,920, ,1.5, ,20.5, ,61, ,12.8, ,6.2, ,350, ,23.0, 
214,Salinas South II,Monterey Bay,7/25/2022,1500,206,0.61, ,0.00, ,823, ,1.5, ,20.1, ,63, ,12.9, ,6.5, ,350, ,23.8, 
214,Salinas South II,Monterey Bay,7/25/2022,1600,206,0.52, ,0.00, ,679, ,1.5, ,19.6, ,65, ,12.8, ,6.6, ,351, ,24.4,Y
214,Salinas South II,Monterey Bay,7/25/2022,1700,206,0.37, ,0.00, ,500, ,1.5, ,18.3, ,70, ,12.8, ,6.6, ,356, ,24.8,Y
214,Salinas South II,Monterey Bay,7/25/2022,1800,206,0.22, ,0.00, ,299, ,1.4, ,16.7, ,76, ,12.5, ,6.2, ,356, ,24.9,Y
214,Salinas South II,Monterey Bay,7/25/2022,1900,206,0.04, ,0.00, ,66, ,1.4, ,15.3, ,82, ,12.3, ,5.3, ,350, ,24.9,Y
214,Salinas South II,Monterey Bay,7/25/2022,2000,206,0.00, ,0.00, ,2, ,1.4, ,14.7, ,86, ,12.4, ,4.7, ,342, ,24.6,Y
214,Salinas South II,Monterey Bay,7/25/2022,2100,206,0.00, ,0.00, ,0, ,1.4, ,14.4, ,88, ,12.4, ,4.1, ,343, ,24.3,Y
214,Salinas South II,Monterey Bay,7/25/2022,2200,206,0.00, ,0.00, ,0, ,1.4, ,14.1, ,89, ,12.3, ,3.4, ,345, ,23.9,Y
214,Salinas South II,Monterey Bay,7/25/2022,2300,206,0.00, ,0.00, ,0, ,1.4, ,14.0, ,90, ,12.4, ,2.8, ,345, ,23.5,Y
214,Salinas South II,Monterey Bay,7/25/2022,2400,206,0.00, ,0.00, ,0, ,1.4, ,13.9, ,91, ,12.4, ,2.4, ,350, ,23.1, 
214,Salinas South II,Monterey Bay,7/26/2022,0100,207,0.00, ,0.00, ,0, ,1.4, ,13.9, ,91, ,12.3, ,2.0, ,13, ,22.8, 
214,Salinas South II,Monterey Bay,7/26/2022,0200,207,0.00, ,0.00, ,0, ,1.4, ,13.9, ,91, ,12.3, ,1.7, ,1, ,22.5, 
214,Salinas South II,Monterey Bay,7/26/2022,0300,207,0.00, ,0.00, ,0, ,1.4, ,13.9, ,90, ,12.3, ,1.6, ,337, ,22.3, 
214,Salinas South II,Monterey Bay,7/26/2022,0400,207,0.00, ,0.00, ,0, ,1.4, ,13.8, ,90, ,12.2, ,1.2, ,303, ,22.0, 
214,Salinas South II,Monterey Bay,7/26/2022,0500,207,0.00, ,0.00, ,0, ,1.4, ,13.8, ,91, ,12.3, ,1.5, ,348, ,21.8, 
214,Salinas South II,Monterey Bay,7/26/2022,0600,207,0.00, ,0.00, ,6, ,1.4, ,13.7, ,91, ,12.2, ,1.3, ,16, ,21.6, 
214,Salinas South II,Monterey Bay,7/26/2022,0700,207,0.02, ,0.00, ,35, ,1.4, ,13.8, ,91, ,12.3, ,1.4, ,343, ,21.5, 
214,Salinas South II,Monterey Bay,7/26/2022,0800,207,0.04, ,0.00, ,84, ,1.5, ,14.0, ,91, ,12.6, ,1.3, ,339, ,21.3, 
214,Salinas South II,Monterey Bay,7/26/2022,0900,207,0.11, ,0.00, ,226, ,1.5, ,14.8, ,88, ,12.8, ,1.1, ,277, ,21.2, 
214,Salinas South II,Monterey Bay,7/26/2022,1000,207,0.37, ,0.00, ,594, ,1.5, ,16.6, ,80, ,13.1, ,2.1, ,293, ,21.2, 
214,Salinas South II,Monterey Bay,7/26/2022,1100,207,0.58, ,0.00, ,867, ,1.6, ,18.5, ,75, ,14.0, ,3.0, ,346, ,21.3, 
214,Salinas South II,Monterey Bay,7/26/2022,1200,207,0.66, ,0.00, ,940, ,1.6, ,19.7, ,70, ,14.1, ,5.0, ,350, ,21.8, 
214,Salinas South II,Monterey Bay,7/26/2022,1300,207,0.70, ,0.00, ,960, ,1.6, ,20.2, ,66, ,13.8, ,6.1, ,348, ,22.6, 
214,Salinas South II,Monterey Bay,7/26/2022,1400,207,0.69, ,0.00, ,921, ,1.5, ,20.2, ,65, ,13.4, ,6.7, ,355, ,23.4, 
214,Salinas South II,Monterey Bay,7/26/2022,1500,207,0.60, ,0.00, ,823, ,1.5, ,19.6, ,68, ,13.4, ,6.8, ,359, ,24.1, 
214,Salinas South II,Monterey Bay,7/26/2022,1600,207,0.49, ,0.00, ,677, ,1.5, ,18.8, ,71, ,13.3, ,6.7, ,360, ,24.6,Y
214,Salinas South II,Monterey Bay,7/26/2022,1700,207,0.35, ,0.00, ,496, ,1.5, ,17.7, ,74, ,13.0, ,6.4, ,358, ,25.0,Y
214,Salinas South II,Monterey Bay,7/26/2022,1800,207,0.20, ,0.00, ,276, ,1.5, ,16.6, ,78, ,12.8, ,5.8, ,355, ,25.1,Y
214,Salinas South II,Monterey Bay,7/26/2022,1900,207,0.05, ,0.00, ,86, ,1.5, ,15.4, ,83, ,12.6, ,5.1, ,351, ,25.0,Y
214,Salinas South II,Monterey Bay,7/26/2022,2000,207,0.00, ,0.00, ,2, ,1.5, ,14.6, ,88, ,12.7, ,4.4, ,346, ,24.8,Y
214,Salinas South II,Monterey Bay,7/26/2022,2100,207,0.00, ,0.00, ,0, ,1.5, ,14.3, ,91, ,12.8, ,3.9, ,344, ,24.4,Y
214,Salinas South II,Monterey Bay,7/26/2022,2200,207,0.00, ,0.00, ,0, ,1.5, ,14.4, ,91, ,13.0, ,3.2, ,317, ,24.0,Y
214,Salinas South II,Monterey Bay,7/26/2022,2300,207,0.00, ,0.00, ,0, ,1.5, ,14.2, ,92, ,12.9, ,3.1, ,303, ,23.6,Y
214,Salinas South II,Monterey Bay,7/26/2022,2400,207,0.00, ,0.00, ,0, ,1.5, ,14.2, ,92, ,12.9, ,2.6, ,290, ,23.3,Y
214,Salinas South II,Monterey Bay,7/27/2022,0100,208,0.00, ,0.00, ,0, ,1.5, ,14.0, ,93, ,12.8, ,2.5, ,285, ,23.0,Y
214,Salinas South II,Monterey Bay,7/27/2022,0200,208,0.00, ,0.00, ,0, ,1.5, ,13.8, ,94, ,12.8, ,1.8, ,272, ,22.7,Y
214,Salinas South II,Monterey Bay,7/27/2022,0300,208,0.00, ,0.00, ,0, ,1.5, ,13.5, ,94, ,12.5, ,1.5, ,279, ,22.4, 
214,Salinas South II,Monterey Bay,7/27/2022,0400,208,0.00, ,0.00, ,0, ,1.4, ,13.4, ,94, ,12.4, ,2.0, ,256, ,22.2, 
214,Salinas South II,Monterey Bay,7/27/2022,0500,208,0.00, ,0.00, ,0, ,1.4, ,13.2, ,92, ,12.0, ,1.8, ,224, ,22.0, 
214,Salinas South II,Monterey Bay,7/27/2022,0600,208,0.00, ,0.00, ,6, ,1.4, ,13.2, ,93, ,12.0, ,1.5, ,257, ,21.7, 
214,Salinas South II,Monterey Bay,7/27/2022,0700,208,0.02, ,0.00, ,39, ,1.4, ,13.2, ,94, ,12.2, ,1.1, ,264, ,21.5, 
214,Salinas South II,Monterey Bay,7/27/2022,0800,208,0.04, ,0.00, ,97, ,1.5, ,13.6, ,93, ,12.5, ,1.1, ,163, ,21.4, 
214,Salinas South II,Monterey Bay,7/27/2022,0900,208,0.11, ,0.00, ,235, ,1.5, ,14.1, ,92, ,12.9, ,1.2, ,207, ,21.3, 
214,Salinas South II,Monterey Bay,7/27/2022,1000,208,0.40, ,0.00, ,646, ,1.5, ,16.2, ,84, ,13.5, ,2.2, ,289, ,21.2, 
